1. 央视,#genre#
汽摩频道,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch23112715323902470603.rsc/99884_Uni.sdp
书画频道,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch21092610331127874295.rsc/92486_Uni.sdp
卡酷少儿,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch10120118400576795406.rsc/69993_Uni.sdp
金鹰卡通,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11122400412227153064.rsc/70028_Uni.sdp
财富天下,rtsp://124.131.220.13:1554/iptv/import/Tvod/iptv/001/001/ch21082717345151428687.rsc/96267_Uni.sdp
梨园频道,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch21092610314667739520.rsc/92523_Uni.sdp
武术世界,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch21092610320200462249.rsc/96396_Uni.sdp
文物宝库,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch21092610321303262159.rsc/92509_Uni.sdp
游戏风云,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch16051316213602697345.rsc/70026_Uni.sdp
发现之旅,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch24012314294218176484.rsc/100102_Uni.sdp
中学生,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch24012314300175015886.rsc/100054_Uni.sdp
老故事,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch24012314302384136112.rsc/100078_Uni.sdp
新动漫,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch18120514112382335432.rsc/81475_Uni.sdp
优漫卡通,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch11042914374730524823.rsc/69927_Uni.sdp
嘉佳卡通,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15050917541249689380.rsc/69983_Uni.sdp
四海钓鱼,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch22121315043920146188.rsc/96497_Uni.sdp
快乐垂钓,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch21082717343948936881.rsc/96392_Uni.sdp
优优宝贝,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch22122209132553924896.rsc/98132_Uni.sdp

 5. 轮播,#genre#
家庭影院,rtsp://119.180.21.10:1554/iptv/import/Tvod/iptv/001/001/ch15090916215642164569.rsc/72249_Uni.sdp
喜剧影院,rtsp://119.180.21.10:1554/iptv/import/Tvod/iptv/001/001/ch15090916165898699737.rsc/72254_Uni.sdp
动作影院,rtsp://119.180.21.7:1554/iptv/import/Tvod/iptv/001/001/ch15090916164124642866.rsc/72237_Uni.sdp
经典电影,rtsp://119.180.21.7:1554/iptv/import/Tvod/iptv/001/001/ch11060317313622161494.rsc/72274_Uni.sdp
少儿动画,rtsp://119.180.21.19:1554/iptv/import/Tvod/iptv/001/001/ch11061217221377842336.rsc/72290_Uni.sdp
古装剧场,rtsp://119.180.21.9:1554/iptv/import/Tvod/iptv/001/001/ch15090915062673403232.rsc/72235_Uni.sdp
经典剧场,rtsp://119.180.21.22:1554/iptv/import/Tvod/iptv/001/001/ch15090915512437000823.rsc/72236_Uni.sdp
武侠剧场,rtsp://119.180.21.16:1554/iptv/import/Tvod/iptv/001/001/ch15090915591653040173.rsc/72262_Uni.sdp
热播剧场,rtsp://119.180.21.16:1554/iptv/import/Tvod/iptv/001/001/ch11060317301148954080.rsc/72269_Uni.sdp
城市剧场,rtsp://119.180.21.6:1554/iptv/import/Tvod/iptv/001/001/ch15090914573308932938.rsc/72244_Uni.sdp
谍战剧场,rtsp://119.180.21.18:1554/iptv/import/Tvod/iptv/001/001/ch13031310523562855603.rsc/72308_Uni.sdp
军旅剧场,rtsp://119.180.21.18:1554/iptv/import/Tvod/iptv/001/001/ch15090915023023311866.rsc/72257_Uni.sdp
红色影院,rtsp://119.180.21.16:1554/iptv/import/Tvod/iptv/001/001/ch15090915431474482038.rsc/72251_Uni.sdp
爱电影,rtsp://119.180.21.22:1554/iptv/import/Tvod/iptv/001/001/ch11061217105732492560.rsc/72272_Uni.sdp
爱大剧,rtsp://119.180.21.19:1554/iptv/import/Tvod/iptv/001/001/ch11061217231007675294.rsc/72285_Uni.sdp
爱生活,rtsp://119.180.21.16:1554/iptv/import/Tvod/iptv/001/001/ch15090915560951747742.rsc/72266_Uni.sdp
爱综艺,rtsp://119.180.21.7:1554/iptv/import/Tvod/iptv/001/001/ch11061217211688091136.rsc/72296_Uni.sdp
爱体育,rtsp://119.180.21.9:1554/iptv/import/Tvod/iptv/001/001/ch17120418224162657206.rsc/75059_Uni.sdp
光影,rtsp://119.180.21.13:1554/iptv/import/Tvod/iptv/001/001/ch15090916254772284807.rsc/72246_Uni.sdp
解密,rtsp://119.180.21.9:1554/iptv/import/Tvod/iptv/001/001/ch15090915530786226072.rsc/72240_Uni.sdp
动画,rtsp://119.180.21.22:1554/iptv/import/Tvod/iptv/001/001/ch15090915451711071162.rsc/72238_Uni.sdp
星影,rtsp://119.180.21.12:1554/iptv/import/Tvod/iptv/001/001/ch15090916302647677604.rsc/72256_Uni.sdp
军事,rtsp://119.180.21.6:1554/iptv/import/Tvod/iptv/001/001/ch15090915223200641077.rsc/72228_Uni.sdp
地理,rtsp://119.180.21.21:1554/iptv/import/Tvod/iptv/001/001/ch15090915235866760733.rsc/72261_Uni.sdp
精选,rtsp://119.180.21.19:1554/iptv/import/Tvod/iptv/001/001/ch15090915484219614929.rsc/72243_Uni.sdp
美人,rtsp://119.180.21.10:1554/iptv/import/Tvod/iptv/001/001/ch15090916040665863835.rsc/72265_Uni.sdp
鉴赏,rtsp://119.180.21.16:1554/iptv/import/Tvod/iptv/001/001/ch15090916075722072184.rsc/72259_Uni.sdp
国学,rtsp://119.180.21.22:1554/iptv/import/Tvod/iptv/001/001/ch15090916181970967371.rsc/72234_Uni.sdp
早教,rtsp://119.180.21.18:1554/iptv/import/Tvod/iptv/001/001/ch15090916274339587371.rsc/72264_Uni.sdp
墨宝,rtsp://119.180.21.22:1554/iptv/import/Tvod/iptv/001/001/ch15090916235097407367.rsc/72242_Uni.sdp
戏曲,rtsp://119.180.21.19:1554/iptv/import/Tvod/iptv/001/001/ch15090915581648434862.rsc/72245_Uni.sdp
武术,rtsp://119.180.21.7:1554/iptv/import/Tvod/iptv/001/001/ch15090915491066711905.rsc/72255_Uni.sdp
美妆,rtsp://119.180.21.15:1554/iptv/import/Tvod/iptv/001/001/ch15090915493052938184.rsc/72250_Uni.sdp
足球,rtsp://119.180.21.9:1554/iptv/import/Tvod/iptv/001/001/ch15090915041757410943.rsc/72252_Uni.sdp
好学生,rtsp://119.180.21.16:1554/iptv/import/Tvod/iptv/001/001/ch15090916191459347432.rsc/72267_Uni.sdp
音乐现场,rtsp://119.180.21.13:1554/iptv/import/Tvod/iptv/001/001/ch15090914592145596821.rsc/72258_Uni.sdp
相声小品,rtsp://119.180.21.22:1554/iptv/import/Tvod/iptv/001/001/ch13031310531244319435.rsc/72294_Uni.sdp
魅力时尚,rtsp://119.180.21.19:1554/iptv/import/Tvod/iptv/001/001/ch11061217095691862636.rsc/72275_Uni.sdp
IPTV野外,rtsp://119.180.21.13:1554/iptv/import/Tvod/iptv/001/001/ch13031310535009021862.rsc/72297_Uni.sdp
IPTV法治,rtsp://119.180.21.16:1554/iptv/import/Tvod/iptv/001/001/ch13031310542255942002.rsc/72310_Uni.sdp
海看演艺,rtsp://119.180.21.21:1554/iptv/import/Tvod/iptv/001/001/ch23112315513709014787.rsc/99843_Uni.sdp
收视指南,rtsp://119.180.21.13:1554/iptv/import/Tvod/iptv/001/001/ch11061217035832697899.rsc/72305_Uni.sdp

家庭影院,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090916215642164569.rsc/70055_Uni.sdp
喜剧影院,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090916165898699737.rsc/70008_Uni.sdp
动作影院,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090916164124642866.rsc/70004_Uni.sdp
经典电影,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch11060317313622161494.rsc/69976_Uni.sdp
少儿动画,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch11061217221377842336.rsc/70047_Uni.sdp
古装剧场,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090915062673403232.rsc/70072_Uni.sdp
经典剧场,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090915512437000823.rsc/70022_Uni.sdp
武侠剧场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090915591653040173.rsc/69952_Uni.sdp
热播剧场,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch11060317301148954080.rsc/70000_Uni.sdp
城市剧场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090914573308932938.rsc/70029_Uni.sdp
谍战剧场,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch13031310523562855603.rsc/69987_Uni.sdp
军旅剧场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090915023023311866.rsc/69969_Uni.sdp
红色影院,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090915431474482038.rsc/70060_Uni.sdp
爱电影,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch11061217105732492560.rsc/69994_Uni.sdp
爱大剧,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217231007675294.rsc/70034_Uni.sdp
爱生活,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090915560951747742.rsc/69929_Uni.sdp
爱综艺,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217211688091136.rsc/69970_Uni.sdp
爱体育,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch17120418224162657206.rsc/74292_Uni.sdp
光影,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090916254772284807.rsc/69940_Uni.sdp
解密,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090915530786226072.rsc/70033_Uni.sdp
动画,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15090915451711071162.rsc/70065_Uni.sdp
星影,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090916302647677604.rsc/69967_Uni.sdp
军事,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090915223200641077.rsc/70054_Uni.sdp
地理,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090915235866760733.rsc/70036_Uni.sdp
精选,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090915484219614929.rsc/69955_Uni.sdp
美人,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090916040665863835.rsc/69934_Uni.sdp
鉴赏,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090916075722072184.rsc/69924_Uni.sdp
国学,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090916181970967371.rsc/69985_Uni.sdp
早教,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090916274339587371.rsc/69944_Uni.sdp
墨宝,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090916235097407367.rsc/70062_Uni.sdp
戏曲,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15090915581648434862.rsc/70031_Uni.sdp
武术,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090915491066711905.rsc/69984_Uni.sdp
美妆,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090915493052938184.rsc/70015_Uni.sdp
足球,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090915041757410943.rsc/69998_Uni.sdp
好学生,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090916191459347432.rsc/70050_Uni.sdp
音乐现场,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090914592145596821.rsc/70070_Uni.sdp
相声小品,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch13031310531244319435.rsc/70013_Uni.sdp
魅力时尚,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217095691862636.rsc/70009_Uni.sdp
IPTV野外,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch13031310535009021862.rsc/70024_Uni.sdp
IPTV法治,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch13031310542255942002.rsc/70032_Uni.sdp
海看演艺,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch23112315513709014787.rsc/99848_Uni.sdp
收视指南,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217035832697899.rsc/70025_Uni.sdp

 6. 高清,#genre#
CCTV-4K,rtsp://119.180.21.21:1554/iptv/import/Tvod/iptv/001/001/ch23122814382128126762.rsc/99917_Uni.sdp
山东卫视4K,rtsp://112.245.125.45:1554/iptv/import/Tvod/iptv/001/001/ch25081411425529721444.rsc/103166_Uni.sdp
北京卫视4K,rtsp://119.180.21.10:1554/iptv/import/Tvod/iptv/001/001/ch25032514071097767315.rsc/102831_Uni.sdp
东方卫视4K,rtsp://119.180.21.22:1554/iptv/import/Tvod/iptv/001/001/ch25092214082801723362.rsc/103284_Uni.sdp
江苏卫视4K,rtsp://119.180.21.19:1554/iptv/import/Tvod/iptv/001/001/ch25092214081313070909.rsc/103260_Uni.sdp
湖南卫视4K,rtsp://119.180.21.9:1554/iptv/import/Tvod/iptv/001/001/ch25092214073911761412.rsc/103212_Uni.sdp
浙江卫视4K,rtsp://119.180.21.15:1554/iptv/import/Tvod/iptv/001/001/ch25092214075944736959.rsc/103236_Uni.sdp
四川卫视4K,rtsp://119.180.21.12:1554/iptv/import/Tvod/iptv/001/001/ch25092214084431033201.rsc/103308_Uni.sdp
广东卫视4K,rtsp://119.180.21.7:1554/iptv/import/Tvod/iptv/001/001/ch25062414535257116401.rsc/103048_Uni.sdp
深圳卫视4K,rtsp://119.180.21.13:1554/iptv/import/Tvod/iptv/001/001/ch25061910020901468282.rsc/103013_Uni.sdp
爱上4K测试体验,rtsp://119.180.21.7:1554/iptv/import/Tvod/iptv/001/001/ch16062014270602375204.rsc/73173_Uni.sdp

CCTV-4K,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch23122814382128126762.rsc/99912_Uni.sdp
山东卫视4K,rtsp://112.245.125.45:1554/iptv/import/Tvod/iptv/001/001/ch25081411425529721444.rsc/103166_Uni.sdp
北京卫视4K,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch25032514071097767315.rsc/102825_Uni.sdp
东方卫视4K,rtsp://112.245.125.44:1554/iptv/import/Tvod/iptv/001/001/ch25092214082801723362.rsc/103278_Uni.sdp
江苏卫视4K,rtsp://112.245.125.45:1554/iptv/import/Tvod/iptv/001/001/ch25092214081313070909.rsc/103254_Uni.sdp
湖南卫视4K,rtsp://112.245.125.44:1554/iptv/import/Tvod/iptv/001/001/ch25092214073911761412.rsc/103206_Uni.sdp
浙江卫视4K,rtsp://112.245.125.44:1554/iptv/import/Tvod/iptv/001/001/ch25092214075944736959.rsc/103230_Uni.sdp
四川卫视4K,rtsp://112.245.125.45:1554/iptv/import/Tvod/iptv/001/001/ch25092214084431033201.rsc/103302_Uni.sdp
广东卫视4K,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch25062414535257116401.rsc/103043_Uni.sdp
深圳卫视4K,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch25061910020901468282.rsc/103007_Uni.sdp
爱上4K测试体验,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch16062014270602375204.rsc/70019_Uni.sdp
